상품명,1,2,3,4,5,6,7,8,9,10,11,12,합계(원)
실크트리 풍기인견 쿨란쥬 패키지(19SS),0,0,0,0,141173000,0,52436000,0,0,0,0,0,193609000
파뷔에 스페셜 디너세트,0,0,0,0,0,0,0,0,0,0,106066000,86107000,192173000
프라다 테스토 지퍼 토트백,0,0,0,0,0,0,0,50786000,107050000,22812000,11208000,0,191856000
엘르 메르시(Merci) 토트백세트,38017000,124954000,28876000,0,0,0,0,0,0,0,0,0,191847000
바두기 무선 에어 바리캉,0,0,0,0,0,0,0,0,69426000,122264000,0,0,191690000
[농협] 대학 찰 옥수수 10봉(30개),191295000,0,0,0,0,0,0,0,0,0,0,0,191295000
무이자[가이거] 콘체르토 다이아몬드 워치(주얼리3종),91762000,98748000,0,0,0,0,0,0,0,0,0,0,190510000
무이자 썸덱스 트로이카 여행가방 10종세트,0,0,0,0,0,88720000,101491000,0,0,0,0,0,190211000
일시불 LG전자 로보킹 터보 R46RIM,0,0,0,0,0,0,0,64623000,91634000,33788000,0,0,190045000
효재 자수 광목 워싱 침구세트 킹,0,0,0,0,135874000,53809000,0,0,0,0,0,0,189683000
일시불  니봇 진공+ 물걸레 듀얼 로봇청소기,0,0,0,0,0,0,0,0,64832000,124237000,0,0,189069000
(도냄)무이자 쿠쿠전기밥솥 6인용,188937000,0,0,0,0,0,0,0,0,0,0,0,188937000
구찌 씨마 베이직 양면 울 머플러,0,0,0,0,0,0,0,0,0,0,0,187955000,187955000
에르나벨 체크배색 데일리 트렌치코트,0,0,187050000,0,0,0,0,0,0,0,0,0,187050000
월드컵 여성 방한 트레킹화 + 패딩슈즈 2종,0,0,0,0,0,0,0,0,0,0,0,184945000,184945000
도스문도스 카이만 엠보 소가죽 핸드백 1종(SS),0,0,184368000,0,0,0,0,0,0,0,0,0,184368000
타운젠트 남성 썸머 정장팬츠3종,0,0,0,0,146829000,36527000,0,0,0,0,0,0,183356000
무이자 해피콜 크로커다일 IH후라이팬,0,0,29999000,102690000,0,0,0,0,50060000,0,0,0,182749000
[가격인하]전철우 소갈비살구이 10팩,0,0,0,0,182701000,0,0,0,0,0,0,0,182701000
루시헨느 레이스 홀리데이 란쥬 패키지,0,0,0,0,0,0,0,0,0,0,0,182544000,182544000
하동 유기농처음매실원액 6통,0,0,0,0,0,92549000,88537000,0,0,0,0,0,181086000
남영비비안 로즈버드 시그니처 볼륨 보정 브라패키지,0,0,0,0,97763000,82820000,0,0,0,0,0,0,180583000
테이트 남성 SS 트렌치재킷,0,0,180005000,0,0,0,0,0,0,0,0,0,180005000
바치 소가죽 기능성 마술벨트,0,0,0,0,0,0,0,0,179915000,0,0,0,179915000
국내제작 김병지 고밀도  풀확장 코일카매트,0,0,0,0,0,0,0,0,44742000,40465000,0,94554000,179761000
그렉노먼 여성 폴로셔츠 5종,0,0,0,0,131470000,48264000,0,0,0,0,0,0,179734000
코치 아이비 메신저 크로스백,0,0,0,0,0,0,0,28685000,101296000,49747000,0,0,179728000
오렐리안 히트모 스킨컬렉션 기모런닝 패키지,0,0,0,0,0,0,0,0,0,0,112606000,66918000,179524000
실크트리 풍기인견 썸머 풀코디 이지웨어세트,0,0,0,0,0,51227000,64627000,63324000,0,0,0,0,179178000
무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,178713000,0,0,0,0,0,0,0,0,0,0,0,178713000
일시불 1+1 국내제조 노비타 뉴스파 비데  무료설치,0,0,0,0,0,0,0,0,0,45625000,24611000,106223000,176459000
무이자 삼성 파워모션 청소기 VC44M3150LB,0,0,0,0,0,0,0,104688000,71470000,0,0,0,176158000
컬럼비아 여성 베이스레이어 5종,0,0,23646000,152332000,0,0,0,0,0,0,0,0,175978000
코치 노리타 리스틀릿,0,0,0,0,41942000,133947000,0,0,0,0,0,0,175889000
보코 리버시블 패딩점퍼,0,0,0,0,0,0,0,0,0,0,175016000,0,175016000
국내산 특大손질갑오징어 6팩,0,0,174235000,0,0,0,0,0,0,0,0,0,174235000
[RYN] 린 남성 뉴웨이브 스니커즈,0,0,0,0,0,0,0,0,0,174074000,0,0,174074000
KF94 엔웰스황사방역마스크 100매,0,0,0,0,0,0,0,0,0,0,0,174057000,174057000
레드캠프 남성 썸머 기능성 셔츠 7종 패키지,0,0,0,0,0,117359000,56354000,0,0,0,0,0,173713000
코치 엠마 라지 사첼,0,0,0,0,0,0,0,0,0,56239000,97690000,19309000,173238000
일시불 하우홈 초고속 진공쿠킹블렌더,0,0,0,0,0,0,29286000,57670000,85551000,0,0,0,172507000
종근당건강 프로메가 오메가3 파워,0,136001000,36061000,0,0,0,0,0,0,0,0,0,172062000
AAA 19 F/W 여성 트레킹화 3종,0,0,0,0,0,0,0,0,0,0,79793000,91934000,171727000
오모떼 에어홀릭 브라팬티,40015000,0,106284000,25000000,0,0,0,0,0,0,0,0,171299000
구찌 마이크로 씨마 GG플랩 2단 장지갑,0,0,0,0,0,0,0,0,0,0,0,171259000,171259000
영산포숙성 홍어 9팩,0,0,0,0,0,0,0,171254000,0,0,0,0,171254000
센스톰알파청소기,0,0,0,0,0,0,0,0,0,95799000,75152000,0,170951000
무이자 삼성 5도어 냉장고 H9000 RH81M8011S9,0,0,0,170541000,0,0,0,0,0,0,0,0,170541000
CERINI by PAT 남성 어반 릴렉스 팬츠3종,0,0,0,0,0,0,0,0,137839000,32255000,0,0,170094000
레드캠프 여성 썸머 기능성 셔츠 7종 패키지,0,0,0,0,0,106646000,63416000,0,0,0,0,0,170062000
로베르타 디 까메리노 에어 라이트 업 프론트 후크 브라팬티,0,0,0,0,0,0,0,105201000,0,64530000,0,0,169731000
더블유베일 소프트 마카롱 니트 5종,0,0,0,168040000,0,0,0,0,0,0,0,0,168040000
월드컵 여성다이얼트레킹화세트,0,0,167671000,0,0,0,0,0,0,0,0,0,167671000
컬럼비아 옴니위크 머슬 언더셔츠 6종,39417000,111246000,16405000,0,0,0,0,0,0,0,0,0,167068000
메이듀 골드링 펌프스 + 베이직 펌프스 2종,0,0,0,0,0,0,0,0,81873000,83886000,0,0,165759000
프라다 자카드 토트 숄더백,0,0,0,0,0,0,153242000,0,0,11514000,0,0,164756000
[완벽더블]오모떼 모달 웜 이너웨어 3세트+3세트,0,0,0,0,0,0,0,0,0,0,0,164364000,164364000
[영광군수협] 대장대 굴비 40미,0,0,0,0,0,0,0,0,0,0,163625000,0,163625000
까사마루 멀티행거 2세트,0,0,0,0,0,0,0,0,0,0,81865000,81536000,163401000
뽕셰프 이봉원 특갈비탕 12팩,162826000,0,0,0,0,0,0,0,0,0,0,0,162826000
베지밀 검은콩 두유  96팩,30145000,0,0,0,0,0,0,0,56017000,0,0,76376000,162538000
221L_딤채김치냉장고,0,0,0,0,0,0,0,0,0,162184000,0,0,162184000
일시불 해피콜  IH 진공 스텐 냄비,0,0,0,0,0,0,0,44941000,116430000,0,0,0,161371000
오모떼 미라클쉐이핑 브라팬티 시즌4,0,0,0,0,0,0,0,161226000,0,0,0,0,161226000
버버리 밀덴홀 체인 크로스백 미듐,0,0,0,0,0,0,0,0,0,0,0,160998000,160998000
일시불  모즈 커피머신&미니오븐,71666000,56537000,32748000,0,0,0,0,0,0,0,0,0,160951000
테이트 여성 오가닉티셔츠8종,0,0,0,28575000,117623000,14465000,0,0,0,0,0,0,160663000
목우촌 1등급 오리로스 18팩,0,0,0,0,0,0,0,0,85194000,75458000,0,0,160652000
알비에로 마르티니 1A클라쎄 지오맵 울실크 스카프,0,0,0,0,0,0,0,159457000,0,0,0,0,159457000
푸마 남아 주니어 기능성 데일리 홈웨어세트,0,0,0,0,159005000,0,0,0,0,0,0,0,159005000
더블유베일 풀스킨 폭스카라 머스크랫 코트,158486000,0,0,0,0,0,0,0,0,0,0,0,158486000
보몽드 카밀라 더블착번극세사 토퍼침구세트 Q(퀸),0,0,0,0,0,0,0,0,0,0,157755000,0,157755000
일시불 메디쉴드 자동 목 견인기기,90519000,66952000,0,0,0,0,0,0,0,0,0,0,157471000
아리스토우 여성오가닉티셔츠,0,0,49609000,107577000,0,0,0,0,0,0,0,0,157186000
루이띠에 순금 샤이닝 러브 목걸이 35g+골드바 1g,0,0,0,0,0,0,69511000,86687000,0,0,0,0,156198000
USPA화이트라벨 여성맨투맨 4종,0,0,0,0,0,0,0,0,117794000,38312000,0,0,156106000
레스토닉 블루투스 LED 서랍 침대 킹,0,0,0,0,0,0,0,0,0,45749000,60939000,48990000,155678000
갈란테 프리미엄 에디션(남성화 3종 + 면도기 1종),0,0,0,0,0,0,0,0,79839000,75425000,0,0,155264000
일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,155154000,0,0,0,0,0,0,0,0,0,0,0,155154000
NNF 여성 롱패딩1종,117250000,37532000,0,0,0,0,0,0,0,0,0,0,154782000
대웅모닝컴 굿템 스탠드선풍기2대,0,0,0,0,0,89960000,64748000,0,0,0,0,0,154708000
퀸메이드 제로 청소기,0,0,0,0,0,0,0,72019000,81988000,0,0,0,154007000
1세트 믹서를 품은 텀블러,0,0,0,0,0,0,101846000,51701000,0,0,0,0,153547000
아르테사노 리얼 카이만악어 토트백,0,0,0,0,0,0,0,0,0,0,117325000,36032000,153357000
남해바다 손질왕꼬막살세트,0,0,0,0,0,0,0,0,0,0,79382000,73399000,152781000
코몽트 남성 이너티셔츠6종,0,0,0,0,0,152447000,0,0,0,0,0,0,152447000
에이유플러스 슈퍼선스틱 1001(쇼퍼백),0,0,0,151960000,0,0,0,0,0,0,0,0,151960000
한빛 페르시안스타일 셔닐 카페트 점보특대형,0,0,0,0,0,0,0,0,0,151956000,0,0,151956000
국내생산 스텐락 심플 스텐밀폐용기 17종,87062000,64274000,0,0,0,0,0,0,0,0,0,0,151336000
무이자 락앤락 유로오븐글라스 세트,0,44527000,19845000,0,0,12450000,40195000,21304000,12692000,0,0,0,151013000
예천청결 고춧가루 2kg,0,0,0,0,0,0,0,84821000,65967000,0,0,0,150788000
일시불 쿠쿠 블랙스톤 전기밥솥 6인용,0,0,0,0,8911000,73778000,66777000,0,0,0,0,0,149466000
프리미엄 클린샤워,0,0,0,0,0,0,0,0,0,0,94803000,54516000,149319000
CERINI by PAT 남성 에어 카타티셔츠 4종,0,0,0,0,0,149264000,0,0,0,0,0,0,149264000
무이자 한삼인순홍삼진7박스 (백A1),148568000,0,0,0,0,0,0,0,0,0,0,0,148568000
보몽드 카밀라 더블착번극세사 토퍼침구세트 SK(슈퍼킹),0,0,0,0,0,0,0,0,0,0,148059000,0,148059000
쿠쿠 블랙스톤 전기밥솥 10인용(세일),0,0,0,0,0,0,0,147907000,0,0,0,0,147907000
천연담아 명품다시팩 120포,0,147897000,0,0,0,0,0,0,0,0,0,0,147897000
무이자 메디쉴드 자동 목 견인기기,78889000,68863000,0,0,0,0,0,0,0,0,0,0,147752000
무이자 쿠첸 압력밥솥 6인용 (A1),0,0,0,144709000,0,0,0,0,0,0,0,0,144709000
[12.5m x 3롤]월시스 스티커식 실크벽지,0,0,0,0,0,0,0,0,0,0,144245000,0,144245000
크로커다일 The 편안한 코튼 브라팬티 4세트,143639000,0,0,0,0,0,0,0,0,0,0,0,143639000
임페리얼 남성 릴렉스 본딩팬츠 3종,143493000,0,0,0,0,0,0,0,0,0,0,0,143493000
오모떼 모달 웜 이너웨어 6종세트,0,0,0,0,0,0,0,0,0,51213000,91756000,0,142969000
보루네오 심플 광폭 서랍장 1000 5단,0,0,0,0,0,0,0,0,46787000,48782000,47210000,0,142779000
프라다 탑핸들 토트 숄더백,0,0,0,0,0,0,130291000,0,0,12165000,0,0,142456000
국내산 신안생물 생새우 1.2kg,0,0,0,0,0,0,0,0,0,0,141566000,0,141566000
월드컵 여성19SS트레킹화,0,0,79409000,62114000,0,0,0,0,0,0,0,0,141523000
통뼈 감자탕 8팩,0,0,0,0,0,0,0,0,0,0,0,141105000,141105000
[K-SWISS] 19F/W 남성 웜테크 벤치코트,0,0,0,0,0,0,0,0,0,0,140431000,0,140431000
보몽드 카밀라 더블착번극세사 토퍼침구세트 SS(슈퍼싱글),0,0,0,0,0,0,0,0,0,0,140352000,0,140352000
푸마 INNO 심리스 롱드로즈 9종 (1차),0,0,0,0,0,0,0,0,0,102718000,37224000,0,139942000
마리끌레르 파리컬렉션 리얼 하이드로 립스틱(리뉴얼),98145000,40680000,0,0,0,0,0,0,0,0,0,0,138825000
오렐리안 풍기인견 란쥬패키지(7월),0,0,0,0,0,0,138408000,0,0,0,0,0,138408000
프라다 미란다백,0,0,0,0,0,0,0,20054000,93691000,21075000,3552000,0,138372000
뉴웨이 볼륨브러쉬,0,0,0,0,0,0,0,0,0,61790000,75809000,0,137599000
제주 수산물 3종 세트,0,0,0,0,0,0,0,0,64791000,72421000,0,0,137212000
컨시크 컬러마크 글로우 립스틱,0,0,0,0,0,0,0,0,0,0,0,136695000,136695000
월드컵 남성19SS 트레킹화,0,0,74024000,62491000,0,0,0,0,0,0,0,0,136515000
노송가구 제이드 비취 교자상(900),0,0,0,0,0,0,0,93910000,42544000,0,0,0,136454000
파격가 굿프렌드  스트레칭 안마 매트 GOOD-A7,0,0,0,0,0,0,0,0,0,0,0,136372000,136372000
(점보특대형)일월 온수 카페트매트,0,0,0,0,0,0,0,0,136321000,0,0,0,136321000
이지스 자외선 마스크 세트,0,0,0,0,0,136038000,0,0,0,0,0,0,136038000
무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),0,0,92890000,42978000,0,0,0,0,0,0,0,0,135868000
로벤탈 국내산  IH 실버팬 세트,135537000,0,0,0,0,0,0,0,0,0,0,0,135537000
[수협] 자연산 제주 옥돔 + 갈치 세트,135070000,0,0,0,0,0,0,0,0,0,0,0,135070000
일시불 에지리 법랑 냄비세트,0,0,0,0,68390000,66060000,0,0,0,0,0,0,134450000
보코 쿨썸머 메쉬 앙상블,0,0,0,0,0,59544000,74773000,0,0,0,0,0,134317000
리복 스피드윅 에어리라이트 브라 & 숏츠 패키지,0,0,0,0,0,0,134152000,0,0,0,0,0,134152000
프라다 비텔로 피닉스 보스턴,0,0,0,0,0,0,0,23370000,78557000,24792000,7005000,0,133724000
일시불 아이오 진공포장기,73774000,0,0,0,0,0,0,0,59402000,0,0,0,133176000
코치 앤디 백팩,0,0,0,0,0,0,0,24170000,73185000,35758000,0,0,133113000
일시불 송도순의 2세대 홈밀맷돌,0,0,0,45046000,40003000,14728000,0,0,33007000,0,0,0,132784000
에트로 알마 라운드 크로스백 (1H898-8063),0,0,0,0,0,0,0,0,91780000,40922000,0,0,132702000
일시불 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),0,0,0,0,0,0,0,132115000,0,0,0,0,132115000
2019년형 글라스락 퍼플클래식 유리밀폐용기 1+1세트(16조+4조),0,0,0,0,131506000,0,0,0,0,0,0,0,131506000
벨라홈 릴렉스 체어,0,55918000,0,0,36583000,0,0,0,0,0,38502000,0,131003000
무이자 LG 휘센 싱큐 에어컨 2IN1형 FQ19V9KWA2,0,0,0,0,0,92933000,37718000,0,0,0,0,0,130651000
코치 시그니처 숄더백,0,0,0,0,25604000,104934000,0,0,0,0,0,0,130538000
코치 아웃라인 파일백,0,0,0,0,26710000,103232000,0,0,0,0,0,0,129942000
(일)장수 클래식 흙카우치,0,0,0,0,0,0,0,0,0,0,6164000,123260000,129424000
일시불 선일금고 이볼브 시리즈 EV-020,0,10494000,19713000,21201000,2925000,2832000,13950000,1707000,12837000,12790000,5489000,25460000,129398000
[루이띠에] 18K 베르니아 귀걸이,0,0,0,0,0,0,0,60440000,37023000,17885000,5787000,8011000,129146000
일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,0,0,80256000,16088000,26815000,4343000,0,0,0,0,0,0,127502000
루이띠에 순금 샤이닝 러브 팔찌 35g+골드바 1g,0,0,0,0,0,0,75276000,52135000,0,0,0,0,127411000
실크플러스 by 투홀릭 풍기인견 트렁크 패키지,0,0,0,0,18668000,0,0,108473000,0,0,0,0,127141000
까사마루 접이식 테이블 세트,0,0,0,0,0,0,0,0,0,0,0,126919000,126919000
레스토닉 블루투스 LED 서랍 침대 퀸,0,0,0,0,0,0,0,0,0,56875000,42691000,27069000,126635000
무이자  모즈 커피머신&미니오븐,49270000,47507000,29766000,0,0,0,0,0,0,0,0,0,126543000
에버라스트 제니스 백팩 3종,0,0,0,0,0,0,0,0,0,0,126420000,0,126420000
무이자 LG 퓨리케어 공기청정기 AS281DAW,0,0,125900000,0,0,0,0,0,0,0,0,0,125900000
[안드레아바나]리얼카이만 악어 테일 숄더백,0,0,0,10824000,114917000,0,0,0,0,0,0,0,125741000
무이자 하우홈 초고속 진공쿠킹블렌더,0,0,0,0,0,0,28723000,37572000,59212000,0,0,0,125507000
[페플럼제이] 19Fall' 시그니처 밴딩팬츠 4종,0,0,0,0,0,0,0,36027000,89073000,0,0,0,125100000
벨라홈 논슬립 옷걸이 세트,84119000,22498000,17946000,0,0,0,0,0,0,0,0,0,124563000
국내산 손질 새꼬막  13팩,0,0,0,0,0,0,0,0,0,0,0,124414000,124414000
파시노 이지앤퀵 빗살 뿌리펌,0,82523000,41291000,0,0,0,0,0,0,0,0,0,123814000
[헤스티지] 남성 스타디움 자켓,0,0,0,0,0,0,0,0,0,0,123662000,0,123662000
초특가 무이자 삼성 UHD TV UN65RU7150FXKR,0,0,0,0,0,0,0,0,0,0,48427000,74676000,123103000
국내산 손질 피꼬막 23팩,0,0,0,0,0,0,0,0,0,0,122770000,0,122770000
보코 썸머 풀코디 2종,0,0,0,0,122629000,0,0,0,0,0,0,0,122629000
김병만의 정글피싱  낚시세트,0,0,42396000,80047000,0,0,0,0,0,0,0,0,122443000
로베르타 디 까메리노 수피마 코튼 프리컷 브라팬티,0,0,0,121881000,0,0,0,0,0,0,0,0,121881000
K-SWISS 남성기모티셔츠 5종,121746000,0,0,0,0,0,0,0,0,0,0,0,121746000
SK매직 파워워시 식기세척기 터치온,0,0,0,0,0,0,0,0,121400000,0,0,0,121400000
청정수산 완도활전복 中사이즈 17-18미(1kg이상!),0,0,0,0,0,0,0,0,0,0,0,121227000,121227000
임페리얼 여성 릴렉스 본딩팬츠 3종,120797000,0,0,0,0,0,0,0,0,0,0,0,120797000
USPA화이트라벨 여성기모티3종,0,0,0,0,0,0,0,0,0,120773000,0,0,120773000
국내산 손질 병어 26미,0,0,0,0,0,0,91386000,0,29361000,0,0,0,120747000
헤스티지 린넨블랜딩 티블라우스 10종,0,0,0,0,0,0,0,120626000,0,0,0,0,120626000
(세일20%)푸마 언더셔츠 7종 패키지(1-1차),0,0,0,0,0,0,120481000,0,0,0,0,0,120481000
뉴욕맘 순면100% 목화솜행주,0,0,0,0,119957000,0,0,0,0,0,0,0,119957000
[슬로푸드] 도라지 품은 산돌배즙  6박스 (80g x 10포 x 6박스),0,0,0,0,0,0,0,0,0,0,65762000,54154000,119916000
오모떼 리얼스킨 쉐이핑 브라팬티,89215000,0,0,30675000,0,0,0,0,0,0,0,0,119890000
무이자 LG 코드제로 무선청소기 A950 (A958IA) 더블팩,0,0,119821000,0,0,0,0,0,0,0,0,0,119821000
푸마 썸머 드로즈 패키지,0,0,0,0,0,0,119189000,0,0,0,0,0,119189000
프라다 테스토 탑핸들 토트 숄더백,0,0,0,0,0,0,108508000,0,0,10418000,0,0,118926000
고데롤 플러스,0,0,0,0,0,0,0,0,0,0,0,118748000,118748000
프라다 더블지퍼 크로스백,0,0,0,0,0,0,48280000,18421000,37603000,8987000,5241000,0,118532000
저스트마이사이즈 코튼 슬리머 패키지,0,0,0,0,0,0,0,0,0,0,0,118131000,118131000
아르테사노 리얼 카이만악어 바디숄더백,0,0,0,0,0,0,0,0,0,0,84245000,33789000,118034000
일시불 에버홈 대형 스텐 믹서기 + 마늘박피,0,0,0,0,0,0,0,0,0,0,55483000,62180000,117663000
올바로 문어발 샤워기 1세트,0,0,0,0,0,0,0,0,0,0,25905000,91704000,117609000
오가닉뷰티 쿨 번아웃 레이스 브라세트,0,0,0,0,0,0,0,117084000,0,0,0,0,117084000
뉴트리원 다이어트 구미 시즌2,0,0,0,0,0,0,0,0,0,0,51381000,64917000,116298000
장보고 완도매생이 30개,115565000,0,0,0,0,0,0,0,0,0,0,0,115565000
효재 자수 광목 워싱 침구세트 퀸,0,0,0,0,75256000,39798000,0,0,0,0,0,0,115054000
[루이띠에] 18K 베르니아 팔찌 반지 세트,0,0,0,0,0,0,0,74562000,17760000,14870000,6834000,100000,114126000
이동수골프 남성 원더 플렉스 본딩팬츠 3종,0,0,0,0,0,0,0,0,0,0,0,114065000,114065000
바다먹자 국내산 손질문어 9팩,0,0,113361000,0,0,0,0,0,0,0,0,0,113361000
일시불 삼성 UHD TV UN75NU7010FXKR,59823000,36651000,16793000,0,0,0,0,0,0,0,0,0,113267000
K-SWISS 여성이너티셔츠5종,0,0,43868000,33876000,35495000,0,0,0,0,0,0,0,113239000
푸마 드라이셀 컴포트 탑 레이어 브라탑 4종세트(긴팔형),0,0,113018000,0,0,0,0,0,0,0,0,0,113018000
네페르티티 유기농 퀸 석류즙 6박스,0,0,47823000,0,64767000,0,0,0,0,0,0,0,112590000
세인트스코트 얼티밋 캐리어 7종 세트(백팩),77818000,34243000,0,0,0,0,0,0,0,0,0,0,112061000
일시불 삼성 5도어 냉장고 H9000 RH81M8011S9,0,0,0,112045000,0,0,0,0,0,0,0,0,112045000
K-SWISS 남성 약기모 팬츠3종,0,0,0,0,0,0,0,0,0,0,0,112014000,112014000
USPA화이트라벨 남성트랙수트,0,0,0,0,0,0,0,0,0,111796000,0,0,111796000
2세트 믹서를 품은 텀블러,0,0,0,0,0,0,68918000,42819000,0,0,0,0,111737000
푸마 시그니처 코튼 트렁크 패키지,0,0,0,0,0,0,0,0,110958000,0,0,0,110958000
김병지 거미손 풀확장 일체형 코일카매트,0,0,45123000,65575000,0,0,0,0,0,0,0,0,110698000
K-SWISS 여성PK티셔츠4종(6월),0,0,0,0,0,87650000,22978000,0,0,0,0,0,110628000
오모떼 오리지널 쉐이핑 브라팬티 시즌2,0,0,0,0,0,0,0,0,0,0,0,110554000,110554000
썸덱스 쉬룰 데일리 백팩 5종 세트,0,0,0,0,0,49543000,0,60929000,0,0,0,0,110472000
푸마 INNO 심리스 롱드로즈 7종,18468000,44149000,40044000,7110000,0,0,0,0,0,0,0,0,109771000
국내산참조기12팩,0,0,0,0,0,0,0,0,0,109386000,0,0,109386000
프라다 투웨이백,0,0,0,0,76532000,32258000,0,0,0,0,0,0,108790000
뱅뱅 남성 아웃도어 팬츠3종(2018 S/S),0,0,0,0,0,108510000,0,0,0,0,0,0,108510000
크린조이 황사 방역마스크 대형 105매,63705000,44034000,0,0,0,0,0,0,0,0,0,0,107739000
산머루농원 머루원액,0,0,0,0,0,0,0,0,0,0,0,107528000,107528000
에버홈 직화그릴,107276000,0,0,0,0,0,0,0,0,0,0,0,107276000
(일시불)헤드 언더셔츠 6종패키지(7월),0,0,0,0,0,0,106888000,0,0,0,0,0,106888000
로베르타 디 까메리노 아쿠아마레 백팩 5종세트,0,0,0,0,106867000,0,0,0,0,0,0,0,106867000
카파 FW 언더셔츠 6종 패키지,0,0,0,0,0,0,0,0,59306000,46815000,0,0,106121000
프리바이오틱스 3300 12박스(12개월분),0,0,0,0,0,0,0,65308000,40695000,0,0,0,106003000
무이자 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),0,0,0,0,0,0,0,105940000,0,0,0,0,105940000
[헤스티지] 여성 스타디움 자켓,0,0,0,0,0,0,0,0,0,0,105605000,0,105605000
젠트웰 남성 쿨 썸머 티셔츠 4종,0,0,0,0,0,61414000,43763000,0,0,0,0,0,105177000
일시불 국내제조 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),0,0,0,0,0,0,0,0,0,105043000,0,0,105043000
메디아글램 카이만엠보 소가죽 토트백 (+클러치백+폼폼이),0,0,0,0,0,0,0,0,0,104570000,0,0,104570000
USPA화이트라벨 여성트랙수트,0,0,0,0,0,0,0,0,0,104497000,0,0,104497000
[루이띠에] 순금 41.25g 헤라 컬렉션,0,0,0,0,0,0,0,0,0,103736000,0,0,103736000
무이자 삼성 국내제조 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),0,0,0,0,0,0,0,0,0,103520000,0,0,103520000
스포메틱스 그린 네츄럴 선쿠션,0,0,0,0,102918000,0,0,0,0,0,0,0,102918000
푸마 웜셀 기모 치마레깅스 3종,102686000,0,0,0,0,0,0,0,0,0,0,0,102686000
더커진거창특등급사과 5kg+5kg,0,0,0,0,0,0,0,0,0,39631000,28161000,34836000,102628000
[루이띠에] 18k 그레이스 골드 팔찌반지 세트,0,0,0,0,0,0,0,0,63986000,38335000,0,0,102321000
젠트웰 남성패딩코트1종,0,0,0,0,0,0,0,0,0,0,0,102256000,102256000
무이자 1+1 국내제조 노비타 뉴스파 비데  무료설치,0,0,0,0,0,0,0,0,0,31320000,17651000,53103000,102074000
벨라홈 세균잡는 행주티슈 17팩,0,0,0,0,0,0,0,0,26503000,75454000,0,0,101957000
레스토닉 블루투스 LED 서랍 침대 슈퍼싱글,0,0,0,0,0,0,0,0,0,30242000,45291000,26301000,101834000
"황토방 청도 감말랭이 30봉+무료체험1봉, 총 31봉",0,0,0,0,0,0,71143000,30116000,0,0,0,0,101259000
 메디아글램 카이만엠보 소가죽 토트백 (+클러치백+폼폼이),0,0,0,0,0,0,0,0,0,0,57069000,44036000,101105000
USPA 남성 퀼팅자켓 1종,0,0,0,0,0,0,0,0,69645000,31432000,0,0,101077000
푸마 드라이셀 브라탑 4종세트(런닝형),0,0,101068000,0,0,0,0,0,0,0,0,0,101068000
루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,0,0,0,0,0,0,70637000,30402000,0,0,0,0,101039000
칼리베이직 2019 패브릭 백 4종 (시즌 3) (ARS),0,0,0,0,0,0,0,0,0,0,101031000,0,101031000
[K-SWISS] 19F/W 여성 웜테크 벤치코트,0,0,0,0,0,0,0,0,0,0,101008000,0,101008000
19 F/W 디즈니 롱 벤치코트,0,0,0,0,0,0,0,0,0,0,0,100291000,100291000
국내산 손질 통오징어 10팩,0,0,0,0,0,0,0,0,0,0,0,100192000,100192000
보몽드 카밀라 더블착번극세사 토퍼침구세트 K(킹),0,0,0,0,0,0,0,0,0,0,100145000,0,100145000
무이자 아이오 진공포장기,55321000,0,0,0,0,0,0,0,44543000,0,0,0,99864000
씨엔지코리아 방역용마스크 KF94 60매,98606000,0,0,0,0,0,0,0,0,0,0,0,98606000
뱅뱅 남성 크롭 아웃도어 팬츠3종(2019 S/S),0,0,0,0,0,0,98574000,0,0,0,0,0,98574000
[풀패키지]레스트업 수액패치(84매),0,0,0,0,0,0,0,0,0,98573000,0,0,98573000
무이자 초특가 삼성5도어냉장고 T9000(RF84R9203S8) +시카고커트러리5p세트,0,0,0,0,0,0,0,0,0,0,0,98266000,98266000
(무)장수 클래식 흙카우치,0,0,0,0,0,0,0,0,0,0,3774000,94352000,98126000
뱅뱅 여성 구스다운 2종(ARS),0,0,0,0,0,0,0,0,0,67989000,29953000,0,97942000
코지마 손목형 자동전자 혈압계 CBP-160,0,0,0,0,0,0,0,0,0,0,78123000,19665000,97788000
(일시불) 라니 퍼니쿡 그릴 풀세트,0,0,0,0,0,0,0,0,0,97267000,0,0,97267000
에트로 뉴컬러 숄더백  (1E552),0,0,0,0,0,0,0,0,74108000,22897000,0,0,97005000
무) 한샘 하이바스 내추럴 기본형,0,0,48413000,48414000,0,0,0,0,0,0,0,0,96827000
일시불 LG 노트북 그램 15인치 15Z980-G.AR3DK,0,95920000,0,0,0,0,0,0,0,0,0,0,95920000
프라다 사피아노 스퀘어백,0,0,0,0,0,0,0,18826000,53098000,15963000,7873000,0,95760000
